variable,unique_id,kept,reason_non_numeric_pred,reason_true_is_77_88_99,reason_true_not_in_brace_allowed,reason_pred_not_in_brace_allowed,reason_participant_excluded_due_to_any_special
agea,SE_83003,True,False,False,False,False,False
agea,SE_69862,True,False,False,False,False,False
agea,SE_70882,True,False,False,False,False,False
agea,SE_74696,True,False,False,False,False,False
agea,SE_60385,True,False,False,False,False,False
agea,SE_58060,True,False,False,False,False,False
agea,SE_72696,True,False,False,False,False,False
agea,SE_79908,True,False,False,False,False,False
agea,SE_86062,True,False,False,False,False,False
agea,SE_65366,True,False,False,False,False,False
agea,SE_78177,True,False,False,False,False,False
agea,SE_62220,True,False,False,False,False,False
agea,SE_57847,True,False,False,False,False,False
agea,SE_82167,True,False,False,False,False,False
agea,SE_61447,True,False,False,False,False,False
agea,SE_78595,True,False,False,False,False,False
agea,SE_76289,True,False,False,False,False,False
agea,SE_77133,True,False,False,False,False,False
agea,SE_69315,True,False,False,False,False,False
agea,SE_60665,True,False,False,False,False,False
agea,SE_61416,True,False,False,False,False,False
agea,SE_84495,True,False,False,False,False,False
agea,SE_50252,True,False,False,False,False,False
agea,SE_54062,True,False,False,False,False,False
agea,SE_79620,True,False,False,False,False,False
agea,SE_78710,True,False,False,False,False,False
agea,SE_62751,True,False,False,False,False,False
agea,SE_84773,True,False,False,False,False,False
agea,SE_78561,True,False,False,False,False,False
agea,SE_66300,True,False,False,False,False,False
agea,SE_82131,True,False,False,False,False,False
agea,SE_65005,True,False,False,False,False,False
agea,SE_71227,True,False,False,False,False,False
agea,SE_57450,True,False,False,False,False,False
agea,SE_57589,True,False,False,False,False,False
agea,SE_69876,True,False,False,False,False,False
agea,SE_68176,True,False,False,False,False,False
agea,SE_57682,True,False,False,False,False,False
agea,SE_73782,True,False,False,False,False,False
agea,SE_53824,True,False,False,False,False,False
agea,SE_55944,True,False,False,False,False,False
agea,SE_56209,True,False,False,False,False,False
agea,SE_86231,True,False,False,False,False,False
agea,SE_86063,True,False,False,False,False,False
agea,SE_63973,True,False,False,False,False,False
agea,SE_54458,True,False,False,False,False,False
agea,SE_53938,True,False,False,False,False,False
agea,SE_55568,True,False,False,False,False,False
agea,SE_58013,True,False,False,False,False,False
agea,SE_55557,True,False,False,False,False,False
agea,SE_72613,True,False,False,False,False,False
agea,SE_56984,True,False,False,False,False,False
agea,SE_69174,True,False,False,False,False,False
agea,SE_77343,True,False,False,False,False,False
agea,SE_64329,True,False,False,False,False,False
agea,SE_66211,True,False,False,False,False,False
agea,SE_58120,True,False,False,False,False,False
agea,SE_62588,True,False,False,False,False,False
agea,SE_59906,True,False,False,False,False,False
agea,SE_68805,True,False,False,False,False,False
agea,SE_55187,True,False,False,False,False,False
agea,SE_57406,True,False,False,False,False,False
agea,SE_73249,True,False,False,False,False,False
agea,SE_54578,True,False,False,False,False,False
agea,SE_62021,True,False,False,False,False,False
agea,SE_79192,True,False,False,False,False,False
agea,SE_54393,True,False,False,False,False,False
agea,SE_64059,True,False,False,False,False,False
agea,SE_60156,True,False,False,False,False,False
agea,SE_60008,True,False,False,False,False,False
agea,SE_56834,True,False,False,False,False,False
agea,SE_55587,True,False,False,False,False,False
agea,SE_70898,True,False,False,False,False,False
agea,SE_79305,True,False,False,False,False,False
agea,SE_69303,True,False,False,False,False,False
agea,SE_71687,True,False,False,False,False,False
agea,SE_58838,True,False,False,False,False,False
agea,SE_65697,True,False,False,False,False,False
agea,SE_80914,True,False,False,False,False,False
agea,SE_56633,True,False,False,False,False,False
agea,SE_56191,True,False,False,False,False,False
agea,SE_70934,True,False,False,False,False,False
agea,SE_62931,True,False,False,False,False,False
agea,SE_85079,True,False,False,False,False,False
agea,SE_58132,True,False,False,False,False,False
agea,SE_59632,True,False,False,False,False,False
agea,SE_80044,True,False,False,False,False,False
agea,SE_57955,True,False,False,False,False,False
agea,SE_67026,True,False,False,False,False,False
agea,SE_85595,True,False,False,False,False,False
agea,SE_65486,True,False,False,False,False,False
agea,SE_52744,False,True,False,False,False,False
agea,SE_63747,True,False,False,False,False,False
agea,SE_75731,True,False,False,False,False,False
agea,SE_54963,True,False,False,False,False,False
agea,SE_50610,True,False,False,False,False,False
agea,SE_66130,True,False,False,False,False,False
agea,SE_77013,True,False,False,False,False,False
agea,SE_79569,False,True,False,False,False,False
agea,SE_84312,True,False,False,False,False,False
agea,SE_58540,True,False,False,False,False,False
agea,SE_59305,True,False,False,False,False,False
agea,SE_68207,True,False,False,False,False,False
agea,SE_59102,True,False,False,False,False,False
agea,SE_74010,False,True,False,False,False,False
agea,SE_52249,True,False,False,False,False,False
agea,SE_84231,True,False,False,False,False,False
agea,SE_58247,True,False,False,False,False,False
agea,SE_60384,True,False,False,False,False,False
agea,SE_72106,True,False,False,False,False,False
agea,SE_81970,True,False,False,False,False,False
agea,SE_85186,True,False,False,False,False,False
agea,SE_61727,True,False,False,False,False,False
agea,SE_68721,True,False,False,False,False,False
agea,SE_67416,True,False,False,False,False,False
agea,SE_57338,True,False,False,False,False,False
agea,SE_76622,True,False,False,False,False,False
agea,SE_72288,True,False,False,False,False,False
agea,SE_71148,True,False,False,False,False,False
agea,SE_58523,True,False,False,False,False,False
agea,SE_51259,True,False,False,False,False,False
agea,SE_79034,True,False,False,False,False,False
agea,SE_71596,True,False,False,False,False,False
agea,SE_81646,True,False,False,False,False,False
agea,SE_81209,True,False,False,False,False,False
agea,SE_63816,True,False,False,False,False,False
agea,SE_63047,True,False,False,False,False,False
agea,SE_61611,True,False,False,False,False,False
agea,SE_59775,True,False,False,False,False,False
agea,SE_63255,True,False,False,False,False,False
agea,SE_72181,True,False,False,False,False,False
agea,SE_59067,True,False,False,False,False,False
agea,SE_52089,True,False,False,False,False,False
agea,SE_53392,True,False,False,False,False,False
agea,SE_68960,True,False,False,False,False,False
agea,SE_63258,True,False,False,False,False,False
agea,SE_78257,True,False,False,False,False,False
agea,SE_63299,True,False,False,False,False,False
agea,SE_57355,True,False,False,False,False,False
agea,SE_66095,True,False,False,False,False,False
agea,SE_75232,True,False,False,False,False,False
agea,SE_77657,True,False,False,False,False,False
agea,SE_66792,True,False,False,False,False,False
agea,SE_53918,True,False,False,False,False,False
agea,SE_78893,True,False,False,False,False,False
agea,SE_53971,True,False,False,False,False,False
agea,SE_66663,True,False,False,False,False,False
agea,SE_84048,True,False,False,False,False,False
agea,SE_61354,True,False,False,False,False,False
agea,SE_53922,True,False,False,False,False,False
agea,SE_60896,True,False,False,False,False,False
agea,SE_76425,True,False,False,False,False,False
agea,SE_56343,True,False,False,False,False,False
agea,SE_77958,True,False,False,False,False,False
agea,SE_57549,True,False,False,False,False,False
agea,SE_61410,True,False,False,False,False,False
agea,SE_71327,True,False,False,False,False,False
agea,SE_67472,True,False,False,False,False,False
agea,SE_61064,True,False,False,False,False,False
agea,SE_67380,True,False,False,False,False,False
agea,SE_84276,True,False,False,False,False,False
agea,SE_70633,True,False,False,False,False,False
agea,SE_74500,True,False,False,False,False,False
agea,GB_75783,True,False,False,False,False,False
agea,GB_75092,True,False,False,False,False,False
agea,GB_63025,True,False,False,False,False,False
agea,GB_51306,True,False,False,False,False,False
agea,GB_83007,True,False,False,False,False,False
agea,GB_61132,True,False,False,False,False,False
agea,GB_58266,True,False,False,False,False,False
agea,GB_75626,True,False,False,False,False,False
agea,GB_85165,True,False,False,False,False,False
agea,GB_61859,True,False,False,False,False,False
agea,GB_65562,True,False,False,False,False,False
agea,GB_60999,True,False,False,False,False,False
agea,GB_51675,True,False,False,False,False,False
agea,GB_52371,True,False,False,False,False,False
agea,GB_54798,True,False,False,False,False,False
agea,GB_62008,True,False,False,False,False,False
agea,GB_69073,True,False,False,False,False,False
agea,GB_59833,False,True,False,False,False,False
agea,GB_63050,True,False,False,False,False,False
agea,GB_60626,True,False,False,False,False,False
agea,GB_63242,True,False,False,False,False,False
agea,GB_77360,True,False,False,False,False,False
agea,GB_61397,False,True,False,False,False,False
agea,GB_56968,True,False,False,False,False,False
agea,GB_61038,True,False,False,False,False,False
agea,GB_84426,True,False,False,False,False,False
agea,GB_54051,True,False,False,False,False,False
agea,GB_56065,True,False,False,False,False,False
agea,GB_73339,True,False,False,False,False,False
agea,GB_85754,True,False,False,False,False,False
agea,GB_56008,True,False,False,False,False,False
agea,GB_59034,False,True,False,False,False,False
agea,GB_78062,True,False,False,False,False,False
agea,GB_83378,True,False,False,False,False,False
agea,GB_69591,True,False,False,False,False,False
agea,GB_58003,True,False,False,False,False,False
agea,GB_66702,True,False,False,False,False,False
agea,GB_84962,True,False,False,False,False,False
agea,GB_75545,True,False,False,False,False,False
agea,GB_51583,True,False,False,False,False,False
agea,GB_65524,True,False,False,False,False,False
agea,GB_57006,True,False,False,False,False,False
agea,GB_75280,True,False,False,False,False,False
agea,GB_50462,True,False,False,False,False,False
agea,GB_64370,True,False,False,False,False,False
agea,GB_58268,True,False,False,False,False,False
agea,GB_64155,True,False,False,False,False,False
agea,GB_69480,True,False,False,False,False,False
agea,GB_72708,True,False,False,False,False,False
agea,GB_80391,True,False,False,False,False,False
agea,GB_77896,True,False,False,False,False,False
agea,GB_62425,True,False,False,False,False,False
agea,GB_70609,True,False,False,False,False,False
agea,GB_70431,True,False,False,False,False,False
agea,GB_84567,True,False,False,False,False,False
agea,GB_79948,True,False,False,False,False,False
agea,GB_81109,True,False,False,False,False,False
agea,GB_77052,True,False,False,False,False,False
